Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
15332,366,6,6553.74,2,4,5,245,11,At Risk
15333,208,1,1028.56,2,1,3,213,6,Hibernating
15334,157,3,351.67,3,3,2,332,8,Potential Loyalists
15335,54,1,173.97,4,1,1,411,6,New Customers
15336,402,1,240.5,2,1,1,211,4,Lost
15337,411,1,373.02,1,1,2,112,4,Lost
15338,677,1,283.43,1,1,1,111,3,Lost
15339,66,7,1827.84,3,4,4,344,11,Loyal Customers
15340,562,1,105.5,1,1,1,111,3,Lost
15341,81,2,2402.72,3,2,4,324,9,Potential Loyalists
15342,130,1,406.09,3,1,2,312,6,Promising
15343,87,1,364.5,3,1,2,312,6,Promising
15344,1,3,563.94,5,3,2,532,10,Potential Loyalists
15345,46,1,393.54,4,1,2,412,7,New Customers
15346,333,3,596.12,2,3,2,232,7,Hibernating
15347,366,4,1363.6,2,3,4,234,9,At Risk
15348,72,1,158.04,3,1,1,311,5,Promising
15349,158,2,473.81,3,2,2,322,7,Potential Loyalists
15350,373,2,663.25,2,2,3,223,7,Hibernating
15351,12,10,3738.29,5,5,5,555,15,Champions
15352,549,1,114.95,1,1,1,111,3,Lost
15353,255,7,3175.95,2,4,5,245,11,At Risk
15354,603,3,284.4,1,3,1,131,5,Hibernating
15355,29,2,277.05,4,2,1,421,7,New Customers
15356,31,13,3464.95,4,5,5,455,14,Champions
15358,5,42,17050.41,5,5,5,555,15,Champions
15359,663,8,181.35,1,4,1,141,6,Hibernating
15360,40,1,427.93,4,1,2,412,7,New Customers
15361,362,4,689.07,2,3,3,233,8,At Risk
15362,449,2,613.08,1,2,2,122,5,Lost
15363,373,2,1004.11,2,2,3,223,7,Hibernating
15364,96,2,913.19,3,2,3,323,8,Potential Loyalists
15365,26,13,4557.13,4,5,5,455,14,Champions
15366,75,7,2389.08,3,4,4,344,11,Loyal Customers
15367,57,11,5081.33,4,5,5,455,14,Champions
15368,21,2,722.74,4,2,3,423,9,New Customers
15369,492,11,6251.26,1,5,5,155,11,At Risk
15370,41,8,3739.01,4,4,5,445,13,Champions
15371,662,1,59.4,1,1,1,111,3,Lost
15372,137,8,6017.06,3,4,5,345,12,Loyal Customers
15373,8,17,3421.39,5,5,5,555,15,Champions
15374,129,2,307.32,3,2,2,322,7,Potential Loyalists
15375,690,1,60.96,1,1,1,111,3,Lost
15376,40,3,1233.36,4,3,3,433,10,Loyal Customers
15377,383,4,1211.75,2,3,3,233,8,At Risk
15378,463,2,246.5,1,2,1,121,4,Lost
15379,169,8,4877.84,3,4,5,345,12,Loyal Customers
15380,9,11,3479.06,5,5,5,555,15,Champions
15381,214,5,1890.57,2,4,4,244,10,At Risk
15382,15,12,13733.55,5,5,5,555,15,Champions
15384,170,4,2027.79,3,3,4,334,10,Loyal Customers
15385,40,3,942.08,4,3,3,433,10,Loyal Customers
15386,186,1,394.14,3,1,2,312,6,Promising
15387,492,1,468.65,1,1,2,112,4,Lost
15388,270,1,140.54,2,1,1,211,4,Lost
15389,172,5,2733.8,3,4,4,344,11,Loyal Customers
15390,396,2,1216.66,2,2,3,223,7,Hibernating
15391,584,1,289.87,1,1,1,111,3,Lost
15392,5,7,2911.62,5,4,4,544,13,Champions
15393,16,5,891.34,5,4,3,543,12,Loyal Customers
15394,10,11,5286.8,5,5,5,555,15,Champions
15395,326,1,107.45,2,1,1,211,4,Lost
15396,113,2,796.38,3,2,3,323,8,Potential Loyalists
15397,290,1,94.0,2,1,1,211,4,Lost
15398,16,2,1345.53,5,2,4,524,11,New Customers
15399,1,3,815.77,5,3,3,533,11,Loyal Customers
15400,92,8,1302.3,3,4,4,344,11,Loyal Customers
15401,452,2,216.95,1,2,1,121,4,Lost
15402,149,6,1830.54,3,4,4,344,11,Loyal Customers
15403,492,2,170.88,1,2,1,121,4,Lost
15404,376,1,257.06,2,1,1,211,4,Lost
15405,189,2,659.84,3,2,3,323,8,Potential Loyalists
15406,31,4,975.87,4,3,3,433,10,Loyal Customers
15407,34,4,1056.44,4,3,3,433,10,Loyal Customers
15408,264,1,267.18,2,1,1,211,4,Lost
15409,721,1,131.25,1,1,1,111,3,Lost
15410,84,10,4685.72,3,5,5,355,13,Loyal Customers
15411,26,4,1358.88,4,3,4,434,11,Loyal Customers
15412,171,1,190.53,3,1,1,311,5,Promising
15413,692,5,6798.72,1,4,5,145,10,At Risk
15414,10,3,774.9,5,3,3,533,11,Loyal Customers
15415,313,1,572.81,2,1,2,212,5,Lost
15416,65,7,4572.82,3,4,5,345,12,Loyal Customers
15417,85,1,508.8,3,1,2,312,6,Promising
15418,425,2,452.32,1,2,2,122,5,Lost
15419,25,1,135.86,4,1,1,411,6,New Customers
15420,434,6,743.0,1,4,3,143,8,At Risk
15421,59,10,3805.34,4,5,5,455,14,Champions
15422,323,7,1619.97,2,4,4,244,10,At Risk
15423,38,3,266.89,4,3,1,431,8,Hibernating
15424,254,3,597.78,2,3,2,232,7,Hibernating
15425,400,4,1944.57,2,3,4,234,9,At Risk
15426,19,9,2615.39,5,5,4,554,14,Champions
15427,33,3,1483.14,4,3,4,434,11,Loyal Customers
15428,15,4,762.75,5,3,3,533,11,Loyal Customers
15429,27,2,397.35,4,2,2,422,8,New Customers
15430,468,2,954.75,1,2,3,123,6,Hibernating
15431,503,1,153.24,1,1,1,111,3,Lost
15432,23,2,320.76,4,2,2,422,8,New Customers
15433,214,2,533.3,2,2,2,222,6,Lost
15434,8,11,2567.06,5,5,4,554,14,Champions
15435,22,1,149.29,4,1,1,411,6,New Customers
15436,12,3,1122.53,5,3,3,533,11,Loyal Customers
15437,262,2,393.45,2,2,2,222,6,Lost
15438,131,1,156.58,3,1,1,311,5,Promising
15439,405,4,1269.05,2,3,4,234,9,At Risk
15440,55,3,383.68,4,3,2,432,9,Potential Loyalists
15441,396,3,1254.21,2,3,4,234,9,At Risk
15442,249,1,594.0,2,1,2,212,5,Lost
15443,2,14,5175.93,5,5,5,555,15,Champions
15444,9,2,1418.26,5,2,4,524,11,New Customers
15445,264,2,284.5,2,2,1,221,5,Lost
15446,377,3,406.95,2,3,2,232,7,Hibernating
15447,331,5,492.88,2,4,2,242,8,Hibernating
15448,313,2,788.81,2,2,3,223,7,Hibernating
15449,26,3,974.52,4,3,3,433,10,Loyal Customers
15450,30,1,429.84,4,1,2,412,7,New Customers
15451,434,2,233.21,1,2,1,121,4,Lost
15452,30,6,1799.11,4,4,4,444,12,Champions
15453,2,7,1388.37,5,4,4,544,13,Champions
15454,362,2,307.69,2,2,2,222,6,Lost
15455,598,1,38.25,1,1,1,111,3,Lost
15456,283,10,2119.27,2,5,4,254,11,At Risk
15457,262,1,237.07,2,1,1,211,4,Lost
15458,25,2,370.44,4,2,2,422,8,New Customers
15459,417,2,202.83,1,2,1,121,4,Lost
15460,354,1,216.76,2,1,1,211,4,Lost
15461,461,2,429.7,1,2,2,122,5,Lost
15462,94,4,737.05,3,3,3,333,9,Loyal Customers
15463,29,1,126.14,4,1,1,411,6,New Customers
15464,338,1,1048.85,2,1,3,213,6,Hibernating
15465,20,32,12655.65,4,5,5,455,14,Champions
15466,85,4,1571.01,3,3,4,334,10,Loyal Customers
15467,9,3,524.88,5,3,2,532,10,Potential Loyalists
15468,51,3,1430.48,4,3,4,434,11,Loyal Customers
15469,50,3,874.25,4,3,3,433,10,Loyal Customers
15470,576,1,63.42,1,1,1,111,3,Lost
15471,2,3,1316.56,5,3,4,534,12,Loyal Customers
15472,113,1,371.56,3,1,2,312,6,Promising
15473,14,8,2046.0,5,4,4,544,13,Champions
15474,596,1,163.1,1,1,1,111,3,Lost
15475,77,1,454.11,3,1,2,312,6,Promising
15476,380,4,2209.98,2,3,4,234,9,At Risk
15477,650,1,368.4,1,1,2,112,4,Lost
15478,40,3,2024.98,4,3,4,434,11,Loyal Customers
15479,733,1,147.4,1,1,1,111,3,Lost
15480,116,5,6279.0,3,4,5,345,12,Loyal Customers
15481,401,1,1993.34,2,1,4,214,7,Hibernating
15482,16,19,14592.56,5,5,5,555,15,Champions
15483,161,10,862.2,3,5,3,353,11,Loyal Customers
15484,1,6,4656.0,5,4,5,545,14,Champions
15485,30,7,5771.51,4,4,5,445,13,Champions
15486,527,1,102.0,1,1,1,111,3,Lost
15487,680,1,231.32,1,1,1,111,3,Lost
15488,93,5,431.92,3,4,2,342,9,Potential Loyalists
15489,23,8,2419.61,4,4,4,444,12,Champions
15490,430,1,217.6,1,1,1,111,3,Lost
15491,95,6,3100.09,3,4,5,345,12,Loyal Customers
15492,28,2,659.46,4,2,3,423,9,New Customers
15493,33,9,4314.98,4,5,5,455,14,Champions
15494,21,5,3780.05,4,4,5,445,13,Champions
15495,379,1,246.5,2,1,1,211,4,Lost
15496,631,1,146.14,1,1,1,111,3,Lost
15497,18,9,8657.39,5,5,5,555,15,Champions
15498,3,44,26039.58,5,5,5,555,15,Champions
15499,724,1,161.6,1,1,1,111,3,Lost
15500,8,4,1131.56,5,3,3,533,11,Loyal Customers
15501,405,2,402.5,2,2,2,222,6,Lost
15502,16,14,13993.47,5,5,5,555,15,Champions
15503,363,2,267.15,2,2,1,221,5,Lost
15504,81,4,423.85,3,3,2,332,8,Potential Loyalists
15505,53,5,3610.96,4,4,5,445,13,Champions
15506,23,6,2040.03,4,4,4,444,12,Champions
15507,172,1,492.36,3,1,2,312,6,Promising
15508,189,6,1000.27,3,4,3,343,10,Loyal Customers
15509,380,1,166.51,2,1,1,211,4,Lost
15510,331,1,250.0,2,1,1,211,4,Lost
15511,12,5,909.23,5,4,3,543,12,Loyal Customers
15512,156,4,331.58,3,3,2,332,8,Potential Loyalists
15513,33,35,27750.55,4,5,5,455,14,Champions
15514,12,18,6598.55,5,5,5,555,15,Champions
15515,387,1,171.81,2,1,1,211,4,Lost
15516,45,3,62.43,4,3,1,431,8,Hibernating
15517,233,1,267.03,2,1,1,211,4,Lost
15518,64,15,4218.94,3,5,5,355,13,Loyal Customers
15519,383,2,344.61,2,2,2,222,6,Lost
15520,2,1,343.5,5,1,2,512,8,New Customers
15521,40,16,7106.69,4,5,5,455,14,Champions
15522,33,2,398.84,4,2,2,422,8,New Customers
15523,84,16,17359.99,3,5,5,355,13,Loyal Customers
15524,25,2,591.4,4,2,2,422,8,New Customers
15525,2,4,1295.7,5,3,4,534,12,Loyal Customers
15526,33,2,148.44,4,2,1,421,7,New Customers
15527,19,23,5575.64,5,5,5,555,15,Champions
15528,254,1,229.33,2,1,1,211,4,Lost
15529,23,12,5111.95,4,5,5,455,14,Champions
15530,22,5,1813.72,4,4,4,444,12,Champions
15531,8,2,2007.44,5,2,4,524,11,New Customers
15532,25,10,3771.9,4,5,5,455,14,Champions
15533,19,3,807.57,5,3,3,533,11,Loyal Customers
15534,726,1,162.25,1,1,1,111,3,Lost
15535,173,6,1087.82,3,4,3,343,10,Loyal Customers
15536,409,1,259.09,2,1,1,211,4,Lost
15537,163,1,110.92,3,1,1,311,5,Promising
15538,538,6,3358.4,1,4,5,145,10,At Risk
15539,7,1,538.46,5,1,2,512,8,New Customers
15540,11,2,460.68,5,2,2,522,9,New Customers
15541,114,1,85.13,3,1,1,311,5,Promising
15542,512,3,918.45,1,3,3,133,7,At Risk
15543,288,2,242.84,2,2,1,221,5,Lost
15544,9,20,8162.43,5,5,5,555,15,Champions
15545,54,2,428.05,4,2,2,422,8,New Customers
15546,607,2,1079.1,1,2,3,123,6,Hibernating
15547,7,26,10154.39,5,5,5,555,15,Champions
15548,596,1,158.09,1,1,1,111,3,Lost
15549,77,8,2345.96,3,4,4,344,11,Loyal Customers
15550,4,12,2218.8,5,5,4,554,14,Champions
15551,37,7,1710.08,4,4,4,444,12,Champions
15552,217,2,252.52,2,2,1,221,5,Lost
15553,60,1,437.23,3,1,2,312,6,Promising
15554,278,1,217.2,2,1,1,211,4,Lost
15555,12,36,12112.35,5,5,5,555,15,Champions
15556,24,1,279.77,4,1,1,411,6,New Customers
15557,29,1,473.65,4,1,2,412,7,New Customers
15558,639,1,214.13,1,1,1,111,3,Lost
15559,568,1,1109.4,1,1,3,113,5,Hibernating
15560,398,2,153.52,2,2,1,221,5,Lost
15561,12,8,1934.39,5,4,4,544,13,Champions
15562,352,3,673.38,2,3,3,233,8,At Risk
15563,22,7,2867.0,4,4,4,444,12,Champions
15564,463,2,70.74,1,2,1,121,4,Lost
15565,50,2,173.16,4,2,1,421,7,New Customers
15566,393,2,227.87,2,2,1,221,5,Lost
15567,19,1,186.01,5,1,1,511,7,New Customers
15568,3,3,758.29,5,3,3,533,11,Loyal Customers
15569,104,10,3586.35,3,5,5,355,13,Loyal Customers
15570,7,25,9311.04,5,5,5,555,15,Champions
15571,12,14,4051.63,5,5,5,555,15,Champions
15572,5,10,4068.67,5,5,5,555,15,Champions
15573,32,5,1207.18,4,4,3,443,11,Loyal Customers
15574,178,6,1518.7,3,4,4,344,11,Loyal Customers
15575,620,1,30.1,1,1,1,111,3,Lost
15576,38,1,940.67,4,1,3,413,8,New Customers
15577,151,5,397.98,3,4,2,342,9,Potential Loyalists
15578,162,1,127.1,3,1,1,311,5,Promising
15579,69,5,1302.5,3,4,4,344,11,Loyal Customers
15580,377,8,1381.19,2,4,4,244,10,At Risk
15581,121,38,7794.59,3,5,5,355,13,Loyal Customers
15582,25,3,682.91,4,3,3,433,10,Loyal Customers
15583,376,1,107.86,2,1,1,211,4,Lost
15584,24,6,1277.5,4,4,4,444,12,Champions
15585,177,1,455.3,3,1,2,312,6,Promising
15586,593,3,1139.1,1,3,3,133,7,At Risk
15587,50,7,1522.08,4,4,4,444,12,Champions
15588,678,1,579.6,1,1,2,112,4,Lost
15589,256,3,478.53,2,3,2,232,7,Hibernating
15590,382,5,1496.6,2,4,4,244,10,At Risk
15591,583,3,217.9,1,3,1,131,5,Hibernating
15592,47,1,388.58,4,1,2,412,7,New Customers
15593,71,1,199.8,3,1,1,311,5,Promising
15594,16,5,1771.78,5,4,4,544,13,Champions
15595,488,1,357.6,1,1,2,112,4,Lost
15596,101,9,3130.04,3,5,5,355,13,Loyal Customers
15597,35,2,563.37,4,2,2,422,8,New Customers
15598,53,2,548.02,4,2,2,422,8,New Customers
15599,27,3,1250.06,4,3,4,434,11,Loyal Customers
15600,428,4,1199.31,1,3,3,133,7,At Risk
15601,11,30,14960.12,5,5,5,555,15,Champions
15602,8,16,3230.51,5,5,5,555,15,Champions
15603,79,2,88.48,3,2,1,321,6,Promising
15604,52,1,216.39,4,1,1,411,6,New Customers
15605,36,9,1936.8,4,5,4,454,13,Champions
15606,61,17,5230.99,3,5,5,355,13,Loyal Customers
15607,337,9,1708.97,2,5,4,254,11,At Risk
15608,28,5,1785.98,4,4,4,444,12,Champions
15609,184,1,298.48,3,1,2,312,6,Promising
15610,52,1,112.46,4,1,1,411,6,New Customers
15611,10,26,2997.28,5,5,5,555,15,Champions
15612,36,2,195.15,4,2,1,421,7,New Customers
15613,610,1,433.72,1,1,2,112,4,Lost
15614,438,4,3147.36,1,3,5,135,9,At Risk
15615,10,47,21373.97,5,5,5,555,15,Champions
15616,438,1,317.11,1,1,2,112,4,Lost
15617,396,3,828.55,2,3,3,233,8,At Risk
15618,33,4,776.85,4,3,3,433,10,Loyal Customers
15619,11,1,336.4,5,1,2,512,8,New Customers
15620,57,4,1942.36,4,3,4,434,11,Loyal Customers
15621,4,4,1293.03,5,3,4,534,12,Loyal Customers
15622,43,17,7852.61,4,5,5,455,14,Champions
15623,141,8,2437.05,3,4,4,344,11,Loyal Customers
15624,117,4,588.13,3,3,2,332,8,Potential Loyalists
15625,104,9,3236.4,3,5,5,355,13,Loyal Customers
15626,75,3,1067.52,3,3,3,333,9,Loyal Customers
15627,457,2,566.9,1,2,2,122,5,Lost
15628,5,17,5652.26,5,5,5,555,15,Champions
15629,450,4,2240.9,1,3,4,134,8,At Risk
15630,45,3,1481.4,4,3,4,434,11,Loyal Customers
15631,642,1,596.67,1,1,2,112,4,Lost
15632,16,8,3285.31,5,4,5,545,14,Champions
15633,509,13,4352.46,1,5,5,155,11,At Risk
15634,17,2,554.65,5,2,2,522,9,New Customers
15635,396,1,100.35,2,1,1,211,4,Lost
15636,90,4,1444.58,3,3,4,334,10,Loyal Customers
15637,53,5,797.59,4,4,3,443,11,Loyal Customers
15638,379,6,2265.2,2,4,4,244,10,At Risk
15639,134,3,1065.08,3,3,3,333,9,Loyal Customers
15640,4,29,23957.58,5,5,5,555,15,Champions
15641,105,12,5345.55,3,5,5,355,13,Loyal Customers
15642,730,1,105.78,1,1,1,111,3,Lost
15643,192,3,664.0,2,3,3,233,8,At Risk
15644,166,4,813.0,3,3,3,333,9,Loyal Customers
15645,19,3,1055.17,5,3,3,533,11,Loyal Customers
15646,158,5,974.61,3,4,3,343,10,Loyal Customers
15647,415,1,169.0,1,1,1,111,3,Lost
15648,204,2,657.35,2,2,3,223,7,Hibernating
15649,336,4,2170.35,2,3,4,234,9,At Risk
15650,522,2,553.88,1,2,2,122,5,Lost
15651,37,5,1259.06,4,4,4,444,12,Champions
15652,91,5,1420.34,3,4,4,344,11,Loyal Customers
15653,93,2,877.44,3,2,3,323,8,Potential Loyalists
15654,9,2,922.53,5,2,3,523,10,New Customers
15655,243,1,560.67,2,1,2,212,5,Lost
15656,45,4,748.5,4,3,3,433,10,Loyal Customers
15657,23,1,30.0,4,1,1,411,6,New Customers
15658,190,8,2423.47,2,4,4,244,10,At Risk
15659,44,3,532.49,4,3,2,432,9,Potential Loyalists
15660,25,15,2812.99,4,5,4,454,13,Champions
15661,317,8,1215.95,2,4,3,243,9,At Risk
15662,661,2,283.73,1,2,1,121,4,Lost
15663,106,1,138.14,3,1,1,311,5,Promising
15664,51,4,1254.03,4,3,4,434,11,Loyal Customers
15665,168,5,4015.12,3,4,5,345,12,Loyal Customers
15666,472,2,632.94,1,2,3,123,6,Hibernating
15667,40,1,301.32,4,1,2,412,7,New Customers
15668,218,1,76.32,2,1,1,211,4,Lost
15669,40,4,684.34,4,3,3,433,10,Loyal Customers
15670,297,2,325.2,2,2,2,222,6,Lost
15671,19,7,2657.13,5,4,4,544,13,Champions
15672,725,1,45.3,1,1,1,111,3,Lost
15673,88,9,6414.79,3,5,5,355,13,Loyal Customers
15674,73,13,6948.23,3,5,5,355,13,Loyal Customers
15675,81,4,542.04,3,3,2,332,8,Potential Loyalists
15676,19,3,3435.76,5,3,5,535,13,Loyal Customers
15677,49,3,1305.63,4,3,4,434,11,Loyal Customers
15678,53,3,1893.89,4,3,4,434,11,Loyal Customers
15679,24,4,781.28,4,3,3,433,10,Loyal Customers
15680,9,10,4507.58,5,5,5,555,15,Champions
15681,25,14,2989.7,4,5,5,455,14,Champions
15682,599,2,318.24,1,2,2,122,5,Lost
15683,117,2,524.54,3,2,2,322,7,Potential Loyalists
15684,547,3,173.95,1,3,1,131,5,Hibernating
15685,450,1,55.98,1,1,1,111,3,Lost
15686,420,1,90.0,1,1,1,111,3,Lost
15687,9,9,2993.1,5,5,5,555,15,Champions
15688,419,1,190.57,1,1,1,111,3,Lost
15689,120,3,521.03,3,3,2,332,8,Potential Loyalists
15690,4,2,239.76,5,2,1,521,8,New Customers
15691,252,4,571.3,2,3,2,232,7,Hibernating
15692,28,1,191.04,4,1,1,411,6,New Customers
15693,659,1,37.5,1,1,1,111,3,Lost
15694,1,24,10810.81,5,5,5,555,15,Champions
15695,267,4,1131.04,2,3,3,233,8,At Risk
15696,33,13,3906.57,4,5,5,455,14,Champions
15697,690,1,246.75,1,1,1,111,3,Lost
15698,624,1,46.2,1,1,1,111,3,Lost
15699,18,1,309.65,5,1,2,512,8,New Customers
15700,172,2,696.68,3,2,3,323,8,Potential Loyalists
15701,2,4,1542.14,5,3,4,534,12,Loyal Customers
15702,476,2,140.39,1,2,1,121,4,Lost
15703,265,1,211.5,2,1,1,211,4,Lost
15704,140,6,3817.96,3,4,5,345,12,Loyal Customers
15705,201,1,143.1,2,1,1,211,4,Lost
15706,64,4,1060.56,3,3,3,333,9,Loyal Customers
15707,35,4,945.58,4,3,3,433,10,Loyal Customers
15708,41,9,4378.72,4,5,5,455,14,Champions
15709,284,2,327.85,2,2,2,222,6,Lost
15710,417,1,898.87,1,1,3,113,5,Hibernating
15711,557,2,420.25,1,2,2,122,5,Lost
15712,9,12,3472.41,5,5,5,555,15,Champions
15713,143,4,1010.79,3,3,3,333,9,Loyal Customers
15714,12,5,784.81,5,4,3,543,12,Loyal Customers
15715,556,5,658.02,1,4,3,143,8,At Risk
15716,146,11,3056.81,3,5,5,355,13,Loyal Customers
15717,234,5,607.0,2,4,2,242,8,Hibernating
15718,540,1,293.79,1,1,2,112,4,Lost
15719,33,31,10223.06,4,5,5,455,14,Champions
15720,24,2,741.92,4,2,3,423,9,New Customers
15721,12,1,507.08,5,1,2,512,8,New Customers
15722,36,11,5258.1,4,5,5,455,14,Champions
15723,365,4,947.65,2,3,3,233,8,At Risk
15724,201,3,310.85,2,3,2,232,7,Hibernating
15725,15,1,415.25,5,1,2,512,8,New Customers
15726,390,1,321.91,2,1,2,212,5,Lost
15727,17,15,9445.51,5,5,5,555,15,Champions
15728,380,2,544.6,2,2,2,222,6,Lost
15729,213,3,192.55,2,3,1,231,6,Hibernating
15730,66,5,1726.58,3,4,4,344,11,Loyal Customers
15731,554,1,125.3,1,1,1,111,3,Lost
15732,212,10,1682.07,2,5,4,254,11,At Risk
15733,283,1,162.3,2,1,1,211,4,Lost
15734,115,4,2263.3,3,3,4,334,10,Loyal Customers
15735,421,1,327.68,1,1,2,112,4,Lost
15736,435,2,1815.72,1,2,4,124,7,Hibernating
15737,15,8,1205.12,5,4,3,543,12,Loyal Customers
15738,19,41,13372.97,5,5,5,555,15,Champions
15739,66,1,449.12,3,1,2,312,6,Promising
15740,49,1,154.88,4,1,1,411,6,New Customers
15741,458,2,208.62,1,2,1,121,4,Lost
15742,619,1,156.87,1,1,1,111,3,Lost
15743,16,4,784.46,5,3,3,533,11,Loyal Customers
15744,78,1,34.8,3,1,1,311,5,Promising
15745,19,4,1094.59,5,3,3,533,11,Loyal Customers
15746,134,1,196.88,3,1,1,311,5,Promising
15747,13,9,2562.61,5,5,4,554,14,Champions
15748,40,3,614.76,4,3,2,432,9,Potential Loyalists
15749,235,3,44534.3,2,3,5,235,10,At Risk
15750,3,18,6797.19,5,5,5,555,15,Champions
15751,461,11,1380.44,1,5,4,154,10,At Risk
15752,40,9,4207.54,4,5,5,455,14,Champions
15753,305,1,79.2,2,1,1,211,4,Lost
15754,51,9,3037.61,4,5,5,455,14,Champions
15755,10,17,5993.12,5,5,5,555,15,Champions
15756,61,4,532.96,3,3,2,332,8,Potential Loyalists
15757,66,6,2940.36,3,4,4,344,11,Loyal Customers
15758,25,1,205.25,4,1,1,411,6,New Customers
15759,218,7,830.93,2,4,3,243,9,At Risk
15760,631,2,13916.34,1,2,5,125,8,Hibernating
15761,443,1,143.05,1,1,1,111,3,Lost
15762,65,2,583.75,3,2,2,322,7,Potential Loyalists
15763,32,2,1086.92,4,2,3,423,9,New Customers
15764,88,8,4503.08,3,4,5,345,12,Loyal Customers
15765,667,1,370.63,1,1,2,112,4,Lost
15766,64,3,831.06,3,3,3,333,9,Loyal Customers
15768,116,34,15601.09,3,5,5,355,13,Loyal Customers
15769,7,46,88704.32,5,5,5,555,15,Champions
15770,613,1,321.45,1,1,2,112,4,Lost
15771,604,3,1006.54,1,3,3,133,7,At Risk
15772,418,1,280.88,1,1,1,111,3,Lost
15773,6,2,774.52,5,2,3,523,10,New Customers
15774,69,6,1329.94,3,4,4,344,11,Loyal Customers
15775,245,2,150.5,2,2,1,221,5,Lost
15776,133,1,241.62,3,1,1,311,5,Promising
15777,241,7,1762.61,2,4,4,244,10,At Risk
15778,431,1,307.95,1,1,2,112,4,Lost
15779,463,2,124.08,1,2,1,121,4,Lost
15780,184,3,475.28,3,3,2,332,8,Potential Loyalists
15781,25,3,345.46,4,3,2,432,9,Potential Loyalists
15782,10,4,4014.1,5,3,5,535,13,Loyal Customers
15783,11,1,246.3,5,1,1,511,7,New Customers
15784,468,2,848.33,1,2,3,123,6,Hibernating
15785,33,16,5969.93,4,5,5,455,14,Champions
15786,46,5,8514.82,4,4,5,445,13,Champions
15787,26,3,948.05,4,3,3,433,10,Loyal Customers
15788,509,1,221.83,1,1,1,111,3,Lost
15789,358,6,1962.01,2,4,4,244,10,At Risk
15790,10,1,220.85,5,1,1,511,7,New Customers
15791,44,5,3608.34,4,4,5,445,13,Champions
15792,400,2,933.84,2,2,3,223,7,Hibernating
15793,15,8,2399.57,5,4,4,544,13,Champions
15794,736,2,777.0,1,2,3,123,6,Hibernating
15795,150,8,1979.87,3,4,4,344,11,Loyal Customers
15796,1,17,5175.83,5,5,5,555,15,Champions
15797,113,6,2821.08,3,4,4,344,11,Loyal Customers
15798,493,3,1535.37,1,3,4,134,8,At Risk
15799,76,4,1424.29,3,3,4,334,10,Loyal Customers
15800,107,7,1242.58,3,4,3,343,10,Loyal Customers
15801,46,3,1063.95,4,3,3,433,10,Loyal Customers
15802,143,1,451.42,3,1,2,312,6,Promising
15803,51,4,1929.66,4,3,4,434,11,Loyal Customers
15804,1,13,4206.39,5,5,5,555,15,Champions
15805,23,30,10189.23,4,5,5,455,14,Champions
15806,46,3,784.58,4,3,3,433,10,Loyal Customers
15807,50,5,1817.52,4,4,4,444,12,Champions
15808,306,21,18409.93,2,5,5,255,12,At Risk
15809,36,7,1274.44,4,4,4,444,12,Champions
15810,79,8,2999.04,3,4,5,345,12,Loyal Customers
15811,22,7,3890.52,4,4,5,445,13,Champions
15812,107,12,5201.47,3,5,5,355,13,Loyal Customers
15813,208,2,1303.91,2,2,4,224,8,Hibernating
15814,17,6,2634.44,5,4,4,544,13,Champions
15815,64,5,2100.6,3,4,4,344,11,Loyal Customers
15816,542,2,144.15,1,2,1,121,4,Lost
15817,421,3,2766.4,1,3,4,134,8,At Risk
15818,588,1,340.5,1,1,2,112,4,Lost
15819,49,10,3934.79,4,5,5,455,14,Champions
15820,320,1,206.98,2,1,1,211,4,Lost
15821,44,2,570.96,4,2,2,422,8,New Customers
15822,3,6,1840.06,5,4,4,544,13,Champions
15823,372,3,3897.17,2,3,5,235,10,At Risk
15824,453,2,890.94,1,2,3,123,6,Hibernating
15825,172,1,532.94,3,1,2,312,6,Promising
15826,56,4,2598.28,4,3,4,434,11,Loyal Customers
15827,73,28,3794.07,3,5,5,355,13,Loyal Customers
15828,375,1,1108.82,2,1,3,213,6,Hibernating
15829,99,2,636.14,3,2,3,323,8,Potential Loyalists
15830,38,1,576.0,4,1,2,412,7,New Customers
15831,58,3,801.76,4,3,3,433,10,Loyal Customers
15832,254,1,836.79,2,1,3,213,6,Hibernating
15833,738,1,80.4,1,1,1,111,3,Lost
15834,70,7,3772.99,3,4,5,345,12,Loyal Customers
15835,44,4,954.09,4,3,3,433,10,Loyal Customers
15836,50,1,137.37,4,1,1,411,6,New Customers
15837,65,2,777.01,3,2,3,323,8,Potential Loyalists
15838,11,34,74163.0,5,5,5,555,15,Champions
15839,33,3,1048.49,4,3,3,433,10,Loyal Customers
15840,59,2,355.56,4,2,2,422,8,New Customers
15841,73,9,2742.41,3,5,4,354,12,Loyal Customers
15842,393,2,548.8,2,2,2,222,6,Lost
15843,304,1,118.95,2,1,1,211,4,Lost
15844,46,1,130.74,4,1,1,411,6,New Customers
15845,18,11,4426.28,5,5,5,555,15,Champions
15846,385,1,107.01,2,1,1,211,4,Lost
15847,38,5,822.57,4,4,3,443,11,Loyal Customers
15848,622,1,139.94,1,1,1,111,3,Lost
15850,19,6,1058.72,5,4,3,543,12,Loyal Customers
15851,527,1,109.73,1,1,1,111,3,Lost
15852,187,3,257.26,3,3,1,331,7,Hibernating
